user_id,event,ts
U705945,view,2024-09-30T01:12:00
U707512,login,2024-11-13T04:11:00
U706642,view,2024-11-10T12:23:00
U703454,login,2024-10-15T05:35:00
U704043,login,2024-10-09T11:15:00
U700047,view,2024-10-09T20:26:00
U701974,login,2024-10-12T02:42:00
U706522,view,2024-11-13T15:07:00
U702910,login,2024-11-09T19:54:00
U700171,purchase,2024-10-19T07:19:00
U700785,logout,2024-10-06T19:18:00
U707746,logout,2024-11-17T18:33:00
U703685,search,2024-09-12T11:20:00
U706072,purchase,2024-11-17T22:44:00
U703876,search,2024-11-28T22:51:00
U700877,add_to_cart,2024-09-14T22:45:00
U701569,view,2024-09-24T14:46:00
U707634,search,2024-09-18T02:33:00
U707875,search,2024-09-18T14:11:00
U706185,view,2024-09-20T14:19:00
U705663,logout,2024-11-25T22:33:00
U703295,view,2024-10-10T15:11:00
U702372,add_to_cart,2024-11-02T15:05:00
U707090,view,2024-11-19T01:13:00
U706156,view,2024-09-09T17:47:00
U701119,add_to_cart,2024-09-02T20:43:00
U700410,logout,2024-09-17T10:40:00
U701941,login,2024-10-09T05:22:00
U703925,view,2024-11-02T18:46:00
U703970,login,2024-10-24T16:48:00
U700986,view,2024-09-10T21:09:00
U707275,view,2024-11-11T11:25:00
U703487,logout,2024-10-24T17:39:00
U702516,view,2024-11-12T02:19:00
U703586,view,2024-10-24T18:33:00
U705326,login,2024-10-17T01:46:00
U703531,view,2024-11-20T08:02:00
U707997,search,2024-10-12T13:46:00
U706832,search,2024-10-10T20:11:00
U706164,logout,2024-11-01T11:42:00
U702990,view,2024-11-18T13:45:00
U706748,view,2024-11-06T07:48:00
U702818,view,2024-10-06T15:01:00
U705972,search,2024-11-11T21:22:00
U701670,login,2024-10-02T23:12:00
U701635,search,2024-11-22T01:00:00
U706229,view,2024-09-10T09:17:00
U706358,purchase,2024-09-20T02:24:00
U705438,view,2024-10-06T10:28:00
U707552,login,2024-10-17T08:57:00
U700154,add_to_cart,2024-10-22T12:47:00
U703839,view,2024-11-15T18:06:00
U705778,view,2024-11-07T07:35:00
U705149,view,2024-10-03T03:06:00
U706506,search,2024-09-01T13:25:00
U704810,view,2024-09-21T14:32:00
U702957,view,2024-11-07T19:40:00
U702933,view,2024-11-14T20:21:00
U706901,view,2024-10-18T23:42:00
U702725,view,2024-11-28T19:57:00
U702642,login,2024-11-05T09:13:00
U701038,view,2024-09-20T13:20:00
U704288,view,2024-09-11T07:12:00
U702890,search,2024-09-06T10:30:00
U702316,logout,2024-10-31T13:36:00
U701622,purchase,2024-11-20T06:15:00
U703656,search,2024-10-18T16:25:00
U700569,view,2024-09-25T13:39:00
U703368,view,2024-11-25T12:56:00
U707774,login,2024-10-28T11:28:00
U701925,login,2024-10-21T22:38:00
U706645,login,2024-10-05T23:07:00
U705692,login,2024-09-12T23:44:00
U704142,add_to_cart,2024-11-06T04:51:00
U707858,view,2024-09-21T16:40:00
U701227,search,2024-11-06T11:40:00
U707633,login,2024-10-30T02:11:00
U705583,logout,2024-10-05T02:23:00
U707352,view,2024-10-04T11:28:00
U703819,view,2024-10-23T18:10:00
U702238,view,2024-10-20T10:01:00
U701523,search,2024-11-19T18:55:00
U701489,logout,2024-09-01T11:17:00
U701257,search,2024-10-21T19:10:00
U706227,logout,2024-11-01T06:59:00
U700897,login,2024-09-04T23:03:00
U706018,search,2024-09-21T09:35:00
U704836,view,2024-09-23T17:39:00
U705195,login,2024-11-01T08:34:00
U701191,search,2024-10-07T20:19:00
U702327,view,2024-10-27T16:32:00
U707799,search,2024-11-14T16:13:00
U705039,add_to_cart,2024-11-11T06:01:00
U703118,purchase,2024-09-28T17:15:00
U706326,add_to_cart,2024-11-20T20:56:00
U703672,search,2024-10-13T20:27:00
U702098,search,2024-09-11T20:08:00
U705725,add_to_cart,2024-11-18T17:29:00
U707570,search,2024-10-29T15:07:00
U703578,login,2024-09-01T07:44:00
U701159,search,2024-11-04T16:01:00
U705084,login,2024-09-07T04:10:00
U705921,search,2024-10-10T12:58:00
U706139,view,2024-10-09T05:21:00
U701335,view,2024-10-16T21:03:00
U707890,view,2024-10-02T23:48:00
U707974,login,2024-11-07T22:18:00
U707141,logout,2024-10-06T09:08:00
U701286,purchase,2024-09-26T00:49:00
U705792,logout,2024-10-02T05:57:00
U703347,login,2024-11-24T22:13:00
U705791,view,2024-09-15T18:42:00
U702046,search,2024-10-28T01:55:00
U706089,view,2024-10-18T17:51:00
U704444,search,2024-09-29T04:08:00
U700480,purchase,2024-11-18T11:23:00
U700572,add_to_cart,2024-09-16T02:28:00
U703920,view,2024-10-07T06:16:00
U704240,purchase,2024-11-19T19:27:00
U705573,search,2024-10-04T00:16:00
U706629,view,2024-10-06T03:51:00
U707499,login,2024-09-14T06:49:00
U706163,logout,2024-11-28T13:44:00
U707232,search,2024-09-01T12:33:00
U701455,search,2024-10-02T02:40:00
U707448,add_to_cart,2024-10-04T05:06:00
U705920,view,2024-10-08T07:59:00
U700581,view,2024-10-20T15:56:00
U705719,view,2024-10-31T09:15:00
U700986,view,2024-10-28T10:55:00
U702708,view,2024-10-25T00:07:00
U705277,search,2024-11-27T14:04:00
U704807,search,2024-10-27T02:16:00
U703882,login,2024-10-31T13:44:00
U706736,add_to_cart,2024-10-04T01:11:00
U707149,view,2024-11-29T23:54:00
U702005,view,2024-10-08T08:14:00
U701439,add_to_cart,2024-10-03T02:34:00
U706120,view,2024-10-29T16:22:00
U707256,login,2024-10-31T04:44:00
U705024,view,2024-11-20T11:14:00
U707135,login,2024-10-19T20:24:00
U703787,view,2024-11-14T23:53:00
U703919,login,2024-10-11T01:14:00
U705646,view,2024-11-08T04:38:00
U701768,logout,2024-09-23T21:01:00
U707407,logout,2024-10-01T16:32:00
U704498,add_to_cart,2024-11-09T13:41:00
U702021,login,2024-09-16T04:55:00
U707710,login,2024-11-22T03:28:00
U706391,search,2024-10-23T20:49:00
U700707,view,2024-10-24T18:42:00
U703879,view,2024-11-12T10:30:00
U701848,search,2024-10-29T00:05:00
U702758,view,2024-10-18T03:03:00
U705007,logout,2024-09-15T07:28:00
U703842,login,2024-10-17T07:10:00
U700099,search,2024-11-09T23:08:00
U704771,login,2024-11-17T05:46:00
U703903,login,2024-10-13T04:49:00
U703475,login,2024-10-07T00:12:00
U704558,login,2024-11-26T21:52:00
U706877,search,2024-10-06T21:16:00
U700037,view,2024-11-09T16:55:00
U706847,view,2024-11-28T17:26:00
U706151,logout,2024-10-02T17:50:00
U700853,view,2024-11-04T05:02:00
U705890,add_to_cart,2024-11-02T19:00:00
U700982,logout,2024-10-17T15:49:00
U703013,search,2024-10-03T20:15:00
U707751,search,2024-10-27T15:35:00
U703807,login,2024-11-09T15:31:00
U706094,search,2024-09-14T18:29:00
U705672,add_to_cart,2024-10-12T13:56:00
U705659,add_to_cart,2024-10-09T07:54:00
U703196,view,2024-09-03T10:44:00
U701788,view,2024-10-01T19:34:00
U700924,view,2024-09-26T02:04:00
U700979,search,2024-11-19T22:23:00
U701572,view,2024-09-19T16:33:00
U702532,view,2024-10-02T01:46:00
U705591,search,2024-11-21T21:21:00
U707178,search,2024-11-05T19:04:00
U703777,search,2024-11-04T10:29:00
U703663,search,2024-10-23T08:48:00
U705210,search,2024-09-18T18:46:00
U702208,view,2024-09-18T07:41:00
U703095,view,2024-10-23T22:59:00
U707772,view,2024-09-07T02:18:00
U705809,add_to_cart,2024-11-19T09:55:00
U706099,logout,2024-10-28T19:51:00
U705393,search,2024-10-10T15:09:00
U704698,add_to_cart,2024-10-09T10:25:00
U707710,login,2024-10-31T15:37:00
U705547,view,2024-10-12T08:06:00
U705605,search,2024-09-27T05:16:00
U704702,add_to_cart,2024-10-11T05:13:00
U701802,view,2024-09-07T13:51:00
U705668,add_to_cart,2024-11-27T14:53:00
U706249,logout,2024-11-07T02:28:00
U705746,view,2024-10-19T09:56:00
U707798,view,2024-09-02T01:21:00
U706696,view,2024-10-23T17:53:00
U704867,logout,2024-10-27T05:25:00
U701505,view,2024-11-10T10:55:00
U700374,view,2024-09-09T21:08:00
U700970,search,2024-09-08T00:09:00
U702515,view,2024-09-06T11:59:00
U703959,add_to_cart,2024-09-16T09:46:00
U707054,view,2024-09-24T00:08:00
U700548,purchase,2024-09-06T17:29:00
U703438,add_to_cart,2024-11-08T01:02:00
U706782,add_to_cart,2024-09-29T19:02:00
U700126,add_to_cart,2024-10-01T16:42:00
U701282,add_to_cart,2024-10-16T02:14:00
U703028,add_to_cart,2024-11-07T04:15:00
U706690,view,2024-10-25T20:15:00
U702598,view,2024-09-16T14:07:00
U707785,purchase,2024-09-09T01:59:00
U701454,view,2024-10-03T06:45:00
U700391,view,2024-10-21T13:23:00
U701594,logout,2024-11-14T16:57:00
U702201,add_to_cart,2024-11-19T01:49:00
U704944,view,2024-09-26T04:32:00
U706513,logout,2024-09-03T11:47:00
U702162,view,2024-09-27T23:29:00
U706965,view,2024-11-06T12:19:00
U701724,view,2024-10-11T09:41:00
U706267,view,2024-09-15T07:54:00
U702920,purchase,2024-11-20T13:54:00
U704858,view,2024-11-18T05:03:00
U706522,search,2024-11-05T17:44:00
U706519,view,2024-10-26T19:31:00
U706849,view,2024-11-05T00:04:00
U705941,add_to_cart,2024-11-10T19:51:00
U702940,logout,2024-10-28T07:54:00
U703701,login,2024-10-22T13:27:00
U702847,view,2024-11-01T11:56:00
U702501,add_to_cart,2024-11-16T03:32:00
U700360,login,2024-11-01T07:02:00
U707015,view,2024-09-30T18:15:00
U705240,search,2024-10-31T07:05:00
U704414,logout,2024-11-21T16:15:00
U701940,view,2024-11-09T03:21:00
U706081,purchase,2024-09-01T23:30:00
U701939,add_to_cart,2024-09-03T13:13:00
U706864,view,2024-10-02T04:38:00
U701465,view,2024-11-02T03:21:00
U701245,add_to_cart,2024-11-13T18:07:00
U706570,view,2024-11-07T04:52:00
U700888,view,2024-10-10T02:19:00
U700121,view,2024-10-30T11:51:00
U707483,search,2024-10-04T21:53:00
U704731,login,2024-11-03T08:04:00
U702135,view,2024-10-21T12:28:00
U701229,search,2024-10-25T17:46:00
U702015,view,2024-10-04T21:29:00
U702583,logout,2024-10-18T01:13:00
U706803,login,2024-10-09T04:39:00
U700547,add_to_cart,2024-11-03T21:18:00
U706876,search,2024-09-15T18:59:00
U700407,search,2024-10-27T20:02:00
U704129,logout,2024-10-24T18:45:00
U705057,view,2024-10-20T03:25:00
U701843,login,2024-09-17T22:30:00
U705862,view,2024-11-11T22:50:00
U707955,view,2024-10-10T09:54:00
U707531,add_to_cart,2024-09-27T10:20:00
U705728,view,2024-11-28T00:57:00
U703917,view,2024-09-21T03:00:00
U701412,add_to_cart,2024-09-21T15:56:00
U705854,view,2024-11-14T19:51:00
U705152,login,2024-09-14T19:21:00
U700618,search,2024-11-21T08:59:00
U700162,view,2024-11-17T04:50:00
U701479,login,2024-09-02T12:48:00
U705557,view,2024-10-17T15:26:00
U700468,logout,2024-11-26T13:46:00
U701119,add_to_cart,2024-11-04T20:01:00
U704719,view,2024-11-08T21:09:00
U704279,add_to_cart,2024-09-10T22:25:00
U707801,add_to_cart,2024-09-06T09:03:00
U704906,view,2024-09-10T02:36:00
U703555,login,2024-10-16T00:21:00
U704983,add_to_cart,2024-09-05T19:54:00
U705467,logout,2024-09-23T03:16:00
U704575,purchase,2024-10-05T17:02:00
U706151,view,2024-10-25T20:46:00
U706255,search,2024-10-13T05:22:00
U705931,view,2024-11-20T15:34:00
U701603,search,2024-11-16T07:27:00
U700676,add_to_cart,2024-11-27T22:49:00
U707410,view,2024-10-23T15:12:00
U703404,add_to_cart,2024-09-28T21:23:00
U704737,view,2024-11-11T19:58:00
U705121,view,2024-10-17T16:26:00
U700920,view,2024-11-03T11:00:00
U705583,add_to_cart,2024-10-23T02:14:00
U706919,view,2024-11-28T16:14:00
U702848,purchase,2024-09-16T16:57:00
U703165,search,2024-09-20T10:31:00
U703006,search,2024-11-21T22:35:00
U704153,view,2024-10-10T21:57:00
U700168,login,2024-10-08T07:32:00
U706000,view,2024-09-28T22:24:00
U707933,login,2024-10-22T23:07:00
U700162,add_to_cart,2024-10-08T08:05:00
U705106,purchase,2024-10-03T09:10:00
U702594,view,2024-10-26T16:57:00
U704285,login,2024-10-19T16:16:00
U705233,login,2024-11-27T08:24:00
U700381,search,2024-11-05T16:31:00
U701678,add_to_cart,2024-09-23T17:51:00
U706862,search,2024-10-27T21:42:00
U706065,search,2024-10-26T04:49:00
U700766,view,2024-11-10T13:51:00
U700200,view,2024-09-10T13:23:00
U701768,login,2024-10-23T22:40:00
U704811,purchase,2024-10-08T09:04:00
U702980,view,2024-09-08T16:49:00
U702926,view,2024-10-06T17:36:00
U703022,view,2024-10-09T01:44:00
U707339,login,2024-10-14T21:55:00
U700556,search,2024-09-27T04:03:00
U707406,search,2024-11-08T06:30:00
U704147,search,2024-10-23T17:06:00
U701606,search,2024-10-23T03:08:00
U707697,logout,2024-09-22T07:43:00
U703710,view,2024-10-08T08:55:00
U702050,view,2024-11-03T03:51:00
U707272,login,2024-11-17T09:30:00
U704419,add_to_cart,2024-10-13T06:11:00
U700924,view,2024-11-22T23:42:00
U702924,view,2024-11-01T10:12:00
U707967,view,2024-09-15T00:17:00
U700737,search,2024-10-11T08:38:00
U703506,logout,2024-10-03T12:37:00
U702048,login,2024-10-18T22:41:00
U705618,login,2024-10-08T12:08:00
U701009,view,2024-11-12T08:35:00
U704415,logout,2024-09-24T00:20:00
U703317,view,2024-10-16T09:41:00
U704371,view,2024-10-20T20:26:00
U703125,search,2024-10-31T19:00:00
U705656,add_to_cart,2024-09-24T11:00:00
U706098,view,2024-09-04T17:20:00
U701807,logout,2024-11-15T12:08:00
U704935,logout,2024-09-24T03:55:00
U704706,logout,2024-10-28T16:25:00
U705726,view,2024-11-09T00:21:00
U700659,login,2024-09-17T16:46:00
U700955,login,2024-09-30T00:33:00
U707027,logout,2024-09-08T08:20:00
U702057,view,2024-09-23T07:03:00
U707651,add_to_cart,2024-10-25T18:38:00
U707827,purchase,2024-10-21T02:03:00
U706959,search,2024-11-28T07:07:00
U702818,add_to_cart,2024-10-27T20:10:00
U705708,search,2024-09-22T16:54:00
U706618,login,2024-09-09T00:47:00
U704615,search,2024-11-23T14:45:00
U707343,search,2024-09-29T19:07:00
U702361,search,2024-09-08T13:19:00
U702928,search,2024-09-26T09:56:00
U706498,view,2024-09-01T15:16:00
U707500,view,2024-09-24T13:40:00
U701997,login,2024-11-05T17:37:00
U703627,add_to_cart,2024-10-01T15:54:00
U702205,view,2024-10-11T04:16:00
U703648,purchase,2024-11-10T00:52:00
U707273,add_to_cart,2024-10-19T16:56:00
U705900,add_to_cart,2024-11-15T22:59:00
U703382,search,2024-10-31T18:03:00
U705500,view,2024-09-01T12:42:00
U707094,purchase,2024-11-11T11:36:00
U706571,search,2024-10-07T08:42:00
U702789,add_to_cart,2024-09-25T15:49:00
U701792,add_to_cart,2024-09-03T15:30:00
U706562,search,2024-11-05T05:12:00
U701834,login,2024-11-10T04:07:00
U705416,view,2024-11-18T06:34:00
U700548,login,2024-10-07T11:13:00
U702788,add_to_cart,2024-10-16T15:48:00
U702084,view,2024-09-26T19:37:00
U707697,search,2024-09-26T02:02:00
U703104,view,2024-10-28T20:40:00
U703383,add_to_cart,2024-10-25T01:28:00
U706496,view,2024-11-16T00:04:00
U700675,login,2024-11-20T21:15:00
U703634,add_to_cart,2024-09-19T08:59:00
U706820,view,2024-10-17T22:42:00
U703143,view,2024-11-10T00:18:00
U700821,purchase,2024-09-22T22:06:00
U702812,logout,2024-11-02T19:59:00
U707763,search,2024-09-05T03:01:00
U702305,view,2024-10-28T18:08:00
U706291,view,2024-11-18T08:52:00
U703473,add_to_cart,2024-11-23T20:46:00
U702084,purchase,2024-11-25T10:20:00
U701527,view,2024-10-29T03:54:00
U706378,view,2024-11-06T22:48:00
U703529,login,2024-09-07T15:07:00
U705460,view,2024-09-14T20:20:00
U700587,view,2024-10-31T01:58:00
U700352,login,2024-10-07T21:13:00
U706691,view,2024-11-20T14:58:00
U701195,view,2024-09-19T12:14:00
U705213,add_to_cart,2024-10-25T01:04:00
U707133,view,2024-11-22T23:17:00
U704462,login,2024-10-16T05:03:00
U707009,view,2024-11-29T17:27:00
U707263,view,2024-11-01T15:59:00
U704336,login,2024-11-16T03:18:00
U705034,view,2024-11-08T09:22:00
U705626,add_to_cart,2024-10-30T11:51:00
U705431,search,2024-10-19T08:23:00
U706087,search,2024-10-24T12:28:00
U704644,view,2024-11-21T00:50:00
U703353,view,2024-09-06T01:15:00
U702422,view,2024-11-09T22:18:00
U703383,login,2024-10-30T22:20:00
U704957,add_to_cart,2024-10-30T19:48:00
U700731,view,2024-09-29T22:17:00
U704653,login,2024-09-02T00:03:00
U704819,view,2024-11-03T03:00:00
U701440,purchase,2024-09-13T05:34:00
U705091,search,2024-09-24T18:49:00
U707777,logout,2024-11-17T04:23:00
U706280,view,2024-09-03T03:24:00
U700419,login,2024-10-28T10:24:00
U707236,logout,2024-11-22T04:29:00
U704731,login,2024-11-09T18:15:00
U705177,login,2024-09-02T23:10:00
U704576,login,2024-09-17T01:17:00
U703616,view,2024-09-01T06:39:00
U700932,search,2024-09-02T13:54:00
U705282,view,2024-09-05T09:55:00
U704294,view,2024-10-08T03:00:00
U705035,search,2024-09-27T16:12:00
U706280,login,2024-10-03T04:22:00
U700628,search,2024-11-24T19:17:00
U706974,view,2024-11-28T18:14:00
U706468,logout,2024-11-20T05:31:00
U700618,search,2024-10-21T00:07:00
U701442,login,2024-09-22T13:40:00
U700914,login,2024-10-20T06:49:00
U701110,add_to_cart,2024-09-18T04:48:00
